Passenger_ID,Gender,Travel_Class,Frequent_Flyer,Age,Flight_Status,Flight_Duration_Hrs,Feedback,Service_Area,Sentiment
2831,Male,Premium Economy,No,52.08,Delayed,6.8,Really impressed with the cleanliness and hospitality.,Customer Support,1
2832,Female,Business,No,23.2,Cancelled,5.8,"Seats were cramped, not comfortable.",Boarding,0
2833,Male,Business,No,50.21,Delayed,10.0,"Seats were cramped, not comfortable.",Customer Support,0
2834,Female,Business,Yes,64.81,On Time,5.6,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2835,Male,Business,No,34.52,On Time,9.3,"Seats were cramped, not comfortable.",Ground Service,0
2836,Female,Economy,Yes,41.43,On Time,10.8,Very courteous staff and smooth check-in process.,Ground Service,1
2837,Male,Premium Economy,Yes,50.05,Cancelled,12.8,Boarding was chaotic and unorganized.,Boarding,0
2838,Male,Economy,No,33.9,On Time,7.2,Flight was delayed and no proper updates.,Luggage Handling,0
2839,Female,Business,Yes,48.38,On Time,5.3,Service was decent but food could be better.,Boarding,0
2840,Male,Economy,Yes,47.41,Delayed,2.8,"Fantastic experience, loved the in-flight entertainment!",Customer Support,1
2841,Female,Business,No,36.95,Cancelled,12.1,"Fantastic experience, loved the in-flight entertainment!",Boarding,1
2842,Female,Premium Economy,No,34.45,Cancelled,3.4,Everything was perfect!,Ground Service,1
2843,Female,Premium Economy,Yes,40.27,Cancelled,4.6,Flight was delayed and no proper updates.,In-flight Service,0
2844,Female,Business,Yes,18.25,On Time,7.8,"Seats were cramped, not comfortable.",Customer Support,0
2845,Female,Business,Yes,30.8,Cancelled,14.6,Everything was perfect!,Ground Service,1
2846,Male,Premium Economy,Yes,29.52,Cancelled,11.8,Everything was perfect!,Ground Service,1
2847,Male,Economy,No,56.47,Cancelled,1.7,"Fantastic experience, loved the in-flight entertainment!",Boarding,1
2848,Female,Economy,No,40.68,Delayed,5.9,"Fantastic experience, loved the in-flight entertainment!",Customer Support,1
2849,Female,Economy,Yes,61.69,On Time,7.4,Very courteous staff and smooth check-in process.,Boarding,1
2850,Female,Premium Economy,Yes,24.98,Delayed,3.3,Really impressed with the cleanliness and hospitality.,Ground Service,1
2851,Male,Economy,No,56.11,On Time,13.9,"Seats were cramped, not comfortable.",Luggage Handling,0
2852,Male,Economy,Yes,63.65,Delayed,11.0,Service was decent but food could be better.,Luggage Handling,0
2853,Female,Business,Yes,42.07,On Time,5.0,Service was decent but food could be better.,Boarding,0
2854,Female,Business,Yes,36.65,Cancelled,14.6,Flight was delayed and no proper updates.,Check-in,0
2855,Female,Premium Economy,Yes,33.88,Delayed,12.8,Flight was delayed and no proper updates.,Ground Service,0
2856,Female,Business,No,46.69,On Time,10.7,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2857,Male,Economy,Yes,27.14,Delayed,10.3,Everything was perfect!,In-flight Service,1
2858,Male,Business,No,49.54,Cancelled,3.1,Service was decent but food could be better.,Customer Support,0
2859,Female,Business,Yes,61.77,Delayed,4.3,"Seats were cramped, not comfortable.",In-flight Service,0
2860,Female,Business,Yes,62.65,Delayed,1.6,Really impressed with the cleanliness and hospitality.,Ground Service,1
2861,Male,Premium Economy,Yes,25.28,Cancelled,5.4,"Nothing special, average service.",Boarding,0
2862,Female,Economy,No,46.01,Cancelled,2.8,Really impressed with the cleanliness and hospitality.,In-flight Service,1
2863,Female,Business,Yes,31.69,Delayed,4.6,Unhappy with how luggage was handled.,Ground Service,0
2864,Male,Economy,Yes,64.09,Delayed,3.6,Boarding was chaotic and unorganized.,In-flight Service,0
2865,Female,Economy,Yes,21.98,Cancelled,8.9,Very courteous staff and smooth check-in process.,Boarding,1
2866,Male,Economy,Yes,21.92,On Time,1.5,Very courteous staff and smooth check-in process.,Luggage Handling,1
2867,Male,Economy,No,18.97,Cancelled,5.4,Everything was perfect!,Customer Support,1
2868,Male,Economy,No,44.37,Delayed,5.8,"Seats were cramped, not comfortable.",Ground Service,0
2869,Female,Economy,No,19.62,Delayed,6.2,"Seats were cramped, not comfortable.",In-flight Service,0
2870,Female,Business,No,48.26,Cancelled,8.6,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2871,Female,Business,No,39.07,Delayed,3.3,Unhappy with how luggage was handled.,Ground Service,0
2872,Male,Economy,No,48.68,Delayed,5.2,Boarding was chaotic and unorganized.,Luggage Handling,0
2873,Male,Business,No,65.13,Delayed,13.9,Everything was perfect!,Ground Service,1
2874,Female,Economy,Yes,46.68,On Time,6.7,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2875,Female,Premium Economy,No,46.26,On Time,8.0,"Seats were cramped, not comfortable.",Ground Service,0
2876,Male,Business,Yes,69.93,Delayed,3.0,Really impressed with the cleanliness and hospitality.,Ground Service,1
2877,Female,Economy,No,42.55,On Time,7.4,Everything was perfect!,Check-in,1
2878,Male,Economy,No,58.31,Cancelled,5.5,Boarding was chaotic and unorganized.,Boarding,0
2879,Male,Economy,Yes,37.02,Delayed,1.1,"Seats were cramped, not comfortable.",Ground Service,0
2880,Male,Premium Economy,Yes,29.61,Delayed,11.3,Service was decent but food could be better.,Luggage Handling,0
2881,Male,Premium Economy,Yes,58.15,Delayed,14.7,Very courteous staff and smooth check-in process.,In-flight Service,1
2882,Male,Business,Yes,56.13,On Time,5.6,"Nothing special, average service.",Customer Support,0
2883,Female,Business,No,33.13,Delayed,10.9,Unhappy with how luggage was handled.,Check-in,0
2884,Female,Economy,No,42.16,On Time,7.6,"Fantastic experience, loved the in-flight entertainment!",Ground Service,1
2885,Female,Economy,Yes,44.54,Cancelled,5.1,Really impressed with the cleanliness and hospitality.,Check-in,1
2886,Male,Business,No,38.63,Delayed,14.2,Flight was delayed and no proper updates.,Boarding,0
2887,Male,Economy,No,44.11,Cancelled,14.7,"Seats were cramped, not comfortable.",Luggage Handling,0
2888,Male,Premium Economy,No,52.46,On Time,9.0,Everything was perfect!,Luggage Handling,1
2889,Female,Economy,No,62.1,Cancelled,3.1,Very courteous staff and smooth check-in process.,Luggage Handling,1
2890,Female,Economy,No,59.94,Cancelled,8.9,Very courteous staff and smooth check-in process.,Luggage Handling,1
2891,Male,Economy,Yes,49.93,Cancelled,13.7,Unhappy with how luggage was handled.,In-flight Service,0
2892,Male,Business,No,26.62,On Time,7.2,Service was decent but food could be better.,Check-in,0
2893,Female,Premium Economy,Yes,44.74,Delayed,10.6,Everything was perfect!,Customer Support,1
2894,Male,Premium Economy,No,41.2,Delayed,11.2,Flight was delayed and no proper updates.,Luggage Handling,0
2895,Male,Premium Economy,No,27.32,On Time,13.6,"Nothing special, average service.",Customer Support,0
2896,Male,Premium Economy,Yes,67.33,Delayed,3.0,"Fantastic experience, loved the in-flight entertainment!",Boarding,1
2897,Male,Premium Economy,No,52.29,Cancelled,8.7,Flight was delayed and no proper updates.,In-flight Service,0
2898,Female,Premium Economy,Yes,68.32,On Time,5.3,Unhappy with how luggage was handled.,Luggage Handling,0
2899,Female,Economy,No,56.27,Delayed,6.6,Flight was delayed and no proper updates.,Ground Service,0
2900,Female,Economy,No,43.14,On Time,12.8,Really impressed with the cleanliness and hospitality.,Check-in,1
2901,Male,Business,Yes,36.66,Cancelled,7.2,"Seats were cramped, not comfortable.",Check-in,0
2902,Female,Business,No,29.38,Cancelled,2.3,Unhappy with how luggage was handled.,Check-in,0
2903,Female,Economy,No,43.36,Cancelled,1.8,Very courteous staff and smooth check-in process.,Boarding,1
2904,Male,Premium Economy,Yes,21.27,Cancelled,10.0,Service was decent but food could be better.,In-flight Service,0
2905,Female,Business,No,37.21,On Time,9.2,Everything was perfect!,In-flight Service,1
2906,Female,Economy,No,20.23,On Time,4.1,Very courteous staff and smooth check-in process.,Check-in,1
2907,Female,Premium Economy,No,28.75,Delayed,14.1,Very courteous staff and smooth check-in process.,In-flight Service,1
2908,Male,Economy,No,65.2,Delayed,4.9,Very courteous staff and smooth check-in process.,Ground Service,1
2909,Female,Premium Economy,Yes,36.79,Delayed,1.3,Everything was perfect!,In-flight Service,1
2910,Male,Premium Economy,No,42.42,Delayed,8.5,Unhappy with how luggage was handled.,Boarding,0
2911,Female,Premium Economy,No,41.64,Cancelled,7.2,Flight was delayed and no proper updates.,Luggage Handling,0
2912,Male,Economy,No,20.41,Delayed,10.4,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2913,Female,Economy,No,68.99,Cancelled,2.2,"Seats were cramped, not comfortable.",Customer Support,0
2914,Female,Premium Economy,Yes,34.85,Delayed,8.2,"Fantastic experience, loved the in-flight entertainment!",Customer Support,1
2915,Male,Economy,No,54.59,Delayed,3.7,Everything was perfect!,Customer Support,1
2916,Female,Economy,No,45.11,Cancelled,5.4,Boarding was chaotic and unorganized.,Check-in,0
2917,Female,Premium Economy,Yes,61.14,Cancelled,9.5,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2918,Female,Economy,Yes,61.41,Delayed,14.2,Flight was delayed and no proper updates.,Boarding,0
2919,Female,Premium Economy,Yes,31.69,Delayed,13.7,Boarding was chaotic and unorganized.,Boarding,0
2920,Female,Business,Yes,46.31,On Time,6.1,"Seats were cramped, not comfortable.",Check-in,0
2921,Female,Premium Economy,Yes,27.04,Cancelled,3.1,"Fantastic experience, loved the in-flight entertainment!",In-flight Service,1
2922,Female,Premium Economy,Yes,51.99,On Time,13.0,Unhappy with how luggage was handled.,Customer Support,0
2923,Female,Premium Economy,No,37.0,Cancelled,6.2,Really impressed with the cleanliness and hospitality.,Check-in,1
2924,Female,Economy,Yes,51.97,Delayed,6.2,Really impressed with the cleanliness and hospitality.,Boarding,1
2925,Male,Premium Economy,No,61.44,On Time,5.0,Boarding was chaotic and unorganized.,Ground Service,0
2926,Male,Business,Yes,44.87,Cancelled,5.9,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2927,Female,Business,Yes,37.57,Delayed,14.7,Really impressed with the cleanliness and hospitality.,Ground Service,1
2928,Female,Premium Economy,No,65.18,Delayed,13.2,Unhappy with how luggage was handled.,Customer Support,0
2929,Male,Business,No,44.85,On Time,2.2,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2930,Male,Business,No,36.35,On Time,11.2,"Nothing special, average service.",Boarding,0
2931,Female,Premium Economy,Yes,63.12,On Time,7.2,Service was decent but food could be better.,Check-in,0
2932,Male,Economy,Yes,43.32,Delayed,14.9,Very courteous staff and smooth check-in process.,Luggage Handling,1
2933,Male,Premium Economy,No,43.07,On Time,12.3,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2934,Female,Economy,No,49.42,Delayed,5.0,"Nothing special, average service.",Boarding,0
2935,Female,Business,No,44.1,Cancelled,12.3,Flight was delayed and no proper updates.,Customer Support,0
2936,Female,Business,No,25.23,Delayed,14.6,Unhappy with how luggage was handled.,Luggage Handling,0
2937,Female,Economy,No,26.61,On Time,6.9,Boarding was chaotic and unorganized.,Ground Service,0
2938,Female,Business,No,22.01,Cancelled,13.6,"Fantastic experience, loved the in-flight entertainment!",In-flight Service,1
2939,Male,Economy,Yes,51.46,On Time,3.0,Service was decent but food could be better.,Luggage Handling,0
2940,Female,Premium Economy,No,29.0,Delayed,9.2,"Nothing special, average service.",Boarding,0
2941,Male,Business,Yes,27.72,Delayed,2.2,Boarding was chaotic and unorganized.,Luggage Handling,0
2942,Female,Business,Yes,36.84,Delayed,3.9,Unhappy with how luggage was handled.,Luggage Handling,0
2943,Female,Business,Yes,55.3,On Time,7.6,Very courteous staff and smooth check-in process.,Boarding,1
2944,Male,Premium Economy,Yes,24.15,Delayed,13.1,Service was decent but food could be better.,Ground Service,0
2945,Male,Premium Economy,Yes,29.98,On Time,14.8,"Nothing special, average service.",Check-in,0
2946,Female,Business,No,60.18,Delayed,1.9,Unhappy with how luggage was handled.,Luggage Handling,0
2947,Male,Premium Economy,No,55.45,Delayed,14.4,Really impressed with the cleanliness and hospitality.,Ground Service,1
2948,Female,Business,No,43.04,Delayed,11.6,Really impressed with the cleanliness and hospitality.,Boarding,1
2949,Female,Business,No,42.9,Cancelled,2.2,Everything was perfect!,Customer Support,1
2950,Female,Premium Economy,Yes,28.96,On Time,6.7,Unhappy with how luggage was handled.,Customer Support,0
2951,Female,Business,No,26.38,On Time,13.8,Very courteous staff and smooth check-in process.,In-flight Service,1
2952,Female,Premium Economy,No,61.33,Delayed,6.8,"Seats were cramped, not comfortable.",Luggage Handling,0
2953,Female,Premium Economy,No,19.17,On Time,8.8,Flight was delayed and no proper updates.,Boarding,0
2954,Male,Premium Economy,No,20.24,Cancelled,10.9,"Fantastic experience, loved the in-flight entertainment!",Customer Support,1
2955,Female,Premium Economy,Yes,47.82,Cancelled,11.6,Flight was delayed and no proper updates.,Check-in,0
2956,Male,Economy,No,26.38,Cancelled,2.9,Unhappy with how luggage was handled.,Boarding,0
2957,Female,Premium Economy,Yes,50.74,On Time,3.6,Unhappy with how luggage was handled.,Customer Support,0
2958,Male,Premium Economy,Yes,20.04,Cancelled,6.3,"Seats were cramped, not comfortable.",Boarding,0
2959,Female,Business,No,47.76,On Time,8.8,Boarding was chaotic and unorganized.,Ground Service,0
2960,Female,Economy,Yes,20.91,Delayed,1.6,Service was decent but food could be better.,Check-in,0
2961,Female,Economy,No,31.43,On Time,12.6,"Fantastic experience, loved the in-flight entertainment!",Luggage Handling,1
2962,Female,Economy,No,27.36,Cancelled,12.7,"Nothing special, average service.",Ground Service,0
2963,Female,Economy,No,67.83,Delayed,5.3,"Nothing special, average service.",Ground Service,0
2964,Male,Business,Yes,49.17,Cancelled,8.8,Unhappy with how luggage was handled.,Customer Support,0
2965,Male,Premium Economy,No,47.31,Delayed,7.5,"Seats were cramped, not comfortable.",Boarding,0
2966,Male,Premium Economy,No,18.97,Cancelled,1.4,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2967,Female,Business,Yes,55.42,On Time,1.0,Unhappy with how luggage was handled.,Ground Service,0
2968,Female,Economy,No,52.41,Delayed,4.7,"Nothing special, average service.",Check-in,0
2969,Female,Premium Economy,No,32.74,Delayed,14.4,Service was decent but food could be better.,Customer Support,0
2970,Male,Economy,No,22.46,Cancelled,12.7,Unhappy with how luggage was handled.,Luggage Handling,0
2971,Male,Business,Yes,41.36,On Time,7.6,Unhappy with how luggage was handled.,In-flight Service,0
2972,Female,Business,No,69.62,On Time,10.2,Boarding was chaotic and unorganized.,Boarding,0
2973,Female,Economy,No,63.1,Delayed,13.5,"Seats were cramped, not comfortable.",Luggage Handling,0
2974,Male,Business,Yes,26.87,Delayed,6.8,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2975,Male,Premium Economy,No,61.18,On Time,7.9,Flight was delayed and no proper updates.,In-flight Service,0
2976,Male,Business,Yes,49.24,Delayed,10.6,Really impressed with the cleanliness and hospitality.,Luggage Handling,1
2977,Female,Business,No,59.32,Delayed,4.4,Flight was delayed and no proper updates.,Customer Support,0
2978,Male,Economy,Yes,60.66,On Time,2.7,"Fantastic experience, loved the in-flight entertainment!",Check-in,1
2979,Male,Economy,No,27.46,On Time,4.9,Really impressed with the cleanliness and hospitality.,Ground Service,1
2980,Male,Economy,Yes,52.3,Cancelled,14.9,"Seats were cramped, not comfortable.",Customer Support,0
2981,Female,Economy,No,31.76,On Time,1.9,Service was decent but food could be better.,Luggage Handling,0
2982,Male,Premium Economy,No,55.66,Delayed,11.4,Unhappy with how luggage was handled.,In-flight Service,0
2983,Male,Business,No,35.82,Delayed,9.1,Very courteous staff and smooth check-in process.,In-flight Service,1
2984,Female,Economy,Yes,41.58,Cancelled,8.9,Boarding was chaotic and unorganized.,Luggage Handling,0
2985,Female,Business,Yes,48.71,Delayed,13.2,Everything was perfect!,Boarding,1
2986,Female,Premium Economy,Yes,29.95,On Time,9.8,Boarding was chaotic and unorganized.,Boarding,0
2987,Male,Economy,Yes,38.04,Cancelled,7.7,"Nothing special, average service.",Luggage Handling,0
2988,Female,Economy,Yes,23.65,Delayed,10.7,Everything was perfect!,Ground Service,1
2989,Male,Business,Yes,28.52,Cancelled,2.7,Really impressed with the cleanliness and hospitality.,Check-in,1
2990,Male,Economy,Yes,62.7,Delayed,8.2,"Nothing special, average service.",Luggage Handling,0
2991,Male,Premium Economy,Yes,44.23,Cancelled,9.1,"Nothing special, average service.",Ground Service,0
2992,Male,Economy,No,39.83,Cancelled,12.8,Flight was delayed and no proper updates.,Ground Service,0
2993,Male,Business,No,25.78,Cancelled,3.3,Service was decent but food could be better.,Customer Support,0
2994,Female,Business,No,23.01,On Time,1.8,Unhappy with how luggage was handled.,Check-in,0
2995,Male,Economy,Yes,42.75,Delayed,5.5,Unhappy with how luggage was handled.,Luggage Handling,0
2996,Male,Premium Economy,Yes,49.97,On Time,13.3,Really impressed with the cleanliness and hospitality.,Ground Service,1
2997,Male,Business,No,20.03,Delayed,2.9,Unhappy with how luggage was handled.,In-flight Service,0
2998,Female,Economy,Yes,58.76,Cancelled,3.3,"Nothing special, average service.",Ground Service,0
2999,Female,Economy,Yes,44.17,Delayed,4.8,Service was decent but food could be better.,Luggage Handling,0
